transaction_id,user_id,product_id,amount,date,category,price
3291,3073,172,103.59,2025-03-11 18:25:18.667250,Electronics,191.08
13415,3161,45,36.77,2025-03-11 18:25:18.667250,Home & Garden,139.92
3517,4719,65,33.08,2025-03-11 18:25:18.667250,Toys,229.54
7146,232,163,172.81,2025-03-11 18:25:18.667250,Furniture,70.82
4117,3720,101,160.7,2025-03-11 18:25:18.667250,Fashion,67.32
9272,1362,126,54.61,2025-03-11 18:25:18.667250,Food,147.67
12219,956,34,91.96,2025-03-11 18:25:18.667250,Beauty,29.05
4892,3010,58,12.76,2025-03-11 18:25:18.667250,Electronics,49.82
6874,36,90,37.08,2025-03-11 18:25:18.667250,Books,180.57
14901,3129,43,50.78,2025-03-11 18:25:18.667250,Sports,83.56
8900,3167,182,53.04,2025-03-11 18:25:18.667250,Books,78.34
5605,2197,48,18.18,2025-03-11 18:25:18.667250,Home & Garden,156.98
4715,2353,28,160.77,2025-03-11 18:25:18.667250,Sports,27.11
9596,3996,38,135.34,2025-03-11 18:25:18.667250,Furniture,111.85
8034,4207,123,67.95,2025-03-11 18:25:18.667250,Toys,48.81
6045,1440,3,165.39,2025-03-11 18:25:18.667250,Beauty,59.04
13388,2726,57,144.26,2025-03-11 18:25:18.667250,Food,28.48
2522,4631,105,98.37,2025-03-11 18:25:18.667250,Food,40.34
14255,2083,159,299.55,2025-03-11 18:25:18.667250,Furniture,80.99
13422,4469,17,16.0,2025-03-12 18:25:18.667250,Beauty,99.14
7076,2505,77,106.92,2025-03-12 18:25:18.667250,Home & Garden,72.33
1075,4911,13,42.94,2025-03-12 18:25:18.667250,Food,102.89
8462,1137,167,53.16,2025-03-12 18:25:18.667250,Food,152.8
7472,2641,120,89.43,2025-03-12 18:25:18.667250,Toys,67.94
14349,2853,84,115.33,2025-03-12 18:25:18.667250,Home & Garden,152.54
9628,1134,82,24.2,2025-03-12 18:25:18.667250,Books,57.48
4090,2836,134,97.75,2025-03-12 18:25:18.667250,Home & Garden,64.77
8575,1575,26,90.98,2025-03-12 18:25:18.667250,Books,93.35
9120,1757,145,163.54,2025-03-12 18:25:18.667250,Food,95.06
9074,4549,67,19.08,2025-03-12 18:25:18.667250,Home & Garden,27.32
9844,3345,174,94.86,2025-03-12 18:25:18.667250,Food,19.83
7503,2692,144,87.33,2025-03-12 18:25:18.667250,Home & Garden,57.16
8840,519,152,150.1,2025-03-12 18:25:18.667250,Fashion,19.89
8559,4994,125,134.23,2025-03-12 18:25:18.667250,Furniture,93.22
4927,4140,131,247.43,2025-03-12 18:25:18.667250,Furniture,177.75
11555,814,43,159.01,2025-03-12 18:25:18.667250,Sports,83.56
1678,1693,166,12.35,2025-03-12 18:25:18.667250,Fashion,34.45
10043,4401,199,41.53,2025-03-12 18:25:18.667250,Furniture,106.82
1225,4829,116,38.28,2025-03-12 18:25:18.667250,Home & Garden,32.8
13974,2639,36,146.62,2025-03-12 18:25:18.667250,Electronics,73.66
3967,1059,20,82.05,2025-03-12 18:25:18.667250,Books,419.12
898,843,45,92.28,2025-03-12 18:25:18.667250,Home & Garden,139.92
5042,4650,159,148.02,2025-03-12 18:25:18.667250,Furniture,80.99
2679,3163,35,9.83,2025-03-12 18:25:18.667250,Toys,70.2
8881,2900,39,117.2,2025-03-12 18:25:18.667250,Beauty,33.57
8184,4258,28,40.17,2025-03-12 18:25:18.667250,Sports,27.11
2550,1257,115,179.44,2025-03-12 18:25:18.667250,Electronics,320.66
2468,663,16,44.28,2025-03-12 18:25:18.667250,Food,24.24
10381,2389,47,23.89,2025-03-12 18:25:18.667250,Sports,51.55
864,4554,61,89.35,2025-03-12 18:25:18.667250,Toys,55.87
9581,2024,11,64.97,2025-03-12 18:25:18.667250,Electronics,184.96
11503,4823,156,104.16,2025-03-12 18:25:18.667250,Beauty,253.2
2426,239,93,184.1,2025-03-12 18:25:18.667250,Electronics,152.29
2408,4604,67,74.94,2025-03-12 18:25:18.667250,Home & Garden,27.32
13519,4473,19,58.61,2025-03-12 18:25:18.667250,Beauty,85.16
443,1113,189,10.19,2025-03-12 18:25:18.667250,Toys,143.6
2223,4808,183,213.29,2025-03-12 18:25:18.667250,Fashion,93.97
11354,1357,37,77.75,2025-03-12 18:25:18.667250,Sports,193.67
12145,2310,196,115.9,2025-03-12 18:25:18.667250,Beauty,102.61
6150,3198,19,217.99,2025-03-12 18:25:18.667250,Beauty,85.16
9927,4344,113,68.03,2025-03-12 18:25:18.667250,Sports,10.0
4992,2216,156,56.11,2025-03-12 18:25:18.667250,Beauty,253.2
13533,1043,110,60.92,2025-03-12 18:25:18.667250,Toys,75.06
2238,1195,77,65.9,2025-03-13 18:25:18.667250,Home & Garden,72.33
14316,1391,169,174.73,2025-03-13 18:25:18.667250,Beauty,102.42
7408,1229,102,27.24,2025-03-13 18:25:18.667250,Electronics,77.74
14755,2007,199,49.28,2025-03-13 18:25:18.667250,Furniture,106.82
6473,2100,110,150.23,2025-03-13 18:25:18.667250,Toys,75.06
7001,2346,8,85.26,2025-03-13 18:25:18.667250,Furniture,10.0
3237,3241,144,47.91,2025-03-13 18:25:18.667250,Home & Garden,57.16
9774,2822,34,37.48,2025-03-13 18:25:18.667250,Beauty,29.05
11633,2263,20,72.05,2025-03-13 18:25:18.667250,Books,419.12
12780,3905,74,149.05,2025-03-13 18:25:18.667250,Beauty,100.55
7225,1986,136,48.01,2025-03-13 18:25:18.667250,Beauty,141.92
8969,1298,71,85.44,2025-03-13 18:25:18.667250,Electronics,217.37
11067,2621,103,160.95,2025-03-13 18:25:18.667250,Furniture,94.38
11705,546,66,126.24,2025-03-13 18:25:18.667250,Electronics,100.3
2257,3335,153,136.01,2025-03-13 18:25:18.667250,Beauty,121.94
6404,146,123,113.2,2025-03-13 18:25:18.667250,Toys,48.81
935,3393,196,89.77,2025-03-13 18:25:18.667250,Beauty,102.61
10905,2718,140,63.56,2025-03-13 18:25:18.667250,Books,69.68
746,2003,19,152.33,2025-03-13 18:25:18.667250,Beauty,85.16
14355,618,152,86.84,2025-03-13 18:25:18.667250,Fashion,19.89
8604,1291,185,5.4,2025-03-13 18:25:18.667250,Fashion,65.79
10330,3764,73,37.44,2025-03-13 18:25:18.667250,Fashion,80.88
12180,861,172,202.26,2025-03-13 18:25:18.667250,Electronics,191.08
10853,241,122,14.64,2025-03-13 18:25:18.667250,Furniture,142.91
14153,2255,177,10.52,2025-03-13 18:25:18.667250,Sports,146.34
316,754,68,31.41,2025-03-13 18:25:18.667250,Beauty,222.41
9001,810,182,251.9,2025-03-13 18:25:18.667250,Books,78.34
2796,2117,166,40.93,2025-03-13 18:25:18.667250,Fashion,34.45
11199,2469,75,21.4,2025-03-13 18:25:18.667250,Food,114.31
7563,3973,144,166.04,2025-03-13 18:25:18.667250,Home & Garden,57.16
10163,2534,9,80.87,2025-03-13 18:25:18.667250,Electronics,53.84
13311,1441,115,51.83,2025-03-13 18:25:18.667250,Electronics,320.66
6649,3341,63,78.63,2025-03-13 18:25:18.667250,Fashion,127.66
314,4181,60,54.83,2025-03-13 18:25:18.667250,Electronics,120.3
5800,3878,117,31.43,2025-03-13 18:25:18.667250,Sports,64.42
10401,2204,64,31.44,2025-03-13 18:25:18.667250,Electronics,125.75
11387,3474,194,8.18,2025-03-14 18:25:18.667250,Books,86.48
1204,3175,8,91.6,2025-03-14 18:25:18.667250,Furniture,10.0
8009,56,37,209.51,2025-03-14 18:25:18.667250,Sports,193.67
2749,4032,91,94.69,2025-03-14 18:25:18.667250,Electronics,176.44
9384,1912,157,24.23,2025-03-14 18:25:18.667250,Food,32.16
6146,898,188,139.49,2025-03-14 18:25:18.667250,Home & Garden,269.5
9079,861,42,94.33,2025-03-14 18:25:18.667250,Beauty,97.58
13287,984,41,113.28,2025-03-14 18:25:18.667250,Sports,142.23
14643,292,181,82.08,2025-03-14 18:25:18.667250,Food,65.95
5261,3439,59,246.05,2025-03-14 18:25:18.667250,Books,60.08
6966,1877,106,178.91,2025-03-14 18:25:18.667250,Home & Garden,46.92
6972,2920,191,43.3,2025-03-14 18:25:18.667250,Electronics,38.45
13552,1588,19,117.37,2025-03-14 18:25:18.667250,Beauty,85.16
13960,2205,4,68.86,2025-03-14 18:25:18.667250,Electronics,299.88
10819,907,186,122.59,2025-03-14 18:25:18.667250,Toys,110.62
4763,993,44,228.91,2025-03-14 18:25:18.667250,Toys,69.91
642,3748,61,161.99,2025-03-14 18:25:18.667250,Toys,55.87
352,2415,109,278.87,2025-03-14 18:25:18.667250,Fashion,43.34
7936,3044,182,53.87,2025-03-14 18:25:18.667250,Books,78.34
9389,4720,188,44.23,2025-03-14 18:25:18.667250,Home & Garden,269.5
8696,2595,39,4.63,2025-03-14 18:25:18.667250,Beauty,33.57
63,2670,11,75.95,2025-03-14 18:25:18.667250,Electronics,184.96
11788,1371,169,192.8,2025-03-14 18:25:18.667250,Beauty,102.42
1456,4702,34,80.91,2025-03-14 18:25:18.667250,Beauty,29.05
8751,27,117,94.91,2025-03-14 18:25:18.667250,Sports,64.42
1566,2966,37,103.51,2025-03-14 18:25:18.667250,Sports,193.67
11175,3093,152,64.5,2025-03-14 18:25:18.667250,Fashion,19.89
1843,3631,142,45.99,2025-03-14 18:25:18.667250,Toys,166.43
1921,2751,46,34.66,2025-03-14 18:25:18.667250,Beauty,61.59
2842,4194,167,169.95,2025-03-14 18:25:18.667250,Food,152.8
2670,1301,157,198.49,2025-03-14 18:25:18.667250,Food,32.16
12247,784,28,35.66,2025-03-14 18:25:18.667250,Sports,27.11
2546,1126,68,31.63,2025-03-14 18:25:18.667250,Beauty,222.41
3693,1937,80,43.93,2025-03-14 18:25:18.667250,Sports,54.17
1167,2747,157,61.27,2025-03-14 18:25:18.667250,Food,32.16
1164,1583,57,78.3,2025-03-14 18:25:18.667250,Food,28.48
2524,1065,160,42.53,2025-03-14 18:25:18.667250,Furniture,29.6
5931,722,24,79.58,2025-03-14 18:25:18.667250,Sports,29.54
3959,834,197,233.12,2025-03-14 18:25:18.667250,Electronics,16.28
1718,1594,154,36.68,2025-03-14 18:25:18.667250,Food,36.27
1671,2164,91,116.95,2025-03-14 18:25:18.667250,Electronics,176.44
13036,540,69,55.33,2025-03-14 18:25:18.667250,Beauty,59.91
7455,449,74,105.28,2025-03-14 18:25:18.667250,Beauty,100.55
11104,3330,64,120.61,2025-03-14 18:25:18.667250,Electronics,125.75
6636,4381,7,50.49,2025-03-14 18:25:18.667250,Home & Garden,114.15
11553,1468,94,260.89,2025-03-14 18:25:18.667250,Fashion,105.03
12064,128,42,22.86,2025-03-14 18:25:18.667250,Beauty,97.58
4731,4064,82,64.68,2025-03-14 18:25:18.667250,Books,57.48
12066,3729,73,63.01,2025-03-14 18:25:18.667250,Fashion,80.88
5662,3826,41,33.0,2025-03-14 18:25:18.667250,Sports,142.23
8757,3200,135,55.67,2025-03-15 18:25:18.667250,Home & Garden,71.66
7701,1439,108,11.07,2025-03-15 18:25:18.667250,Electronics,108.58
8834,1902,161,39.42,2025-03-15 18:25:18.667250,Furniture,45.78
4631,3863,186,82.12,2025-03-15 18:25:18.667250,Toys,110.62
12015,923,105,149.45,2025-03-15 18:25:18.667250,Food,40.34
4699,3465,60,45.43,2025-03-15 18:25:18.667250,Electronics,120.3
5972,838,199,86.2,2025-03-15 18:25:18.667250,Furniture,106.82
10910,1806,73,205.18,2025-03-15 18:25:18.667250,Fashion,80.88
4346,71,44,46.75,2025-03-15 18:25:18.667250,Toys,69.91
6851,1712,143,72.18,2025-03-15 18:25:18.667250,Sports,166.13
6723,1598,147,128.24,2025-03-15 18:25:18.667250,Sports,40.66
11236,690,72,148.11,2025-03-15 18:25:18.667250,Toys,88.7
6763,2952,84,95.79,2025-03-15 18:25:18.667250,Home & Garden,152.54
7244,2653,40,117.49,2025-03-15 18:25:18.667250,Fashion,53.35
6581,2423,50,191.84,2025-03-15 18:25:18.667250,Fashion,32.63
5480,1943,24,38.13,2025-03-15 18:25:18.667250,Sports,29.54
7541,3042,117,35.93,2025-03-15 18:25:18.667250,Sports,64.42
5886,3630,153,78.35,2025-03-15 18:25:18.667250,Beauty,121.94
4658,4130,90,117.71,2025-03-15 18:25:18.667250,Books,180.57
8965,4988,30,91.41,2025-03-15 18:25:18.667250,Books,67.18
8642,2174,193,98.55,2025-03-15 18:25:18.667250,Beauty,10.0
12885,1699,169,94.34,2025-03-15 18:25:18.667250,Beauty,102.42
6471,4056,29,53.9,2025-03-15 18:25:18.667250,Toys,10.0
8529,3255,20,102.23,2025-03-15 18:25:18.667250,Books,419.12
5161,648,74,65.28,2025-03-15 18:25:18.667250,Beauty,100.55
2605,1886,124,22.16,2025-03-15 18:25:18.667250,Books,34.31
577,2779,99,111.6,2025-03-15 18:25:18.667250,Furniture,79.59
2568,4771,103,145.49,2025-03-15 18:25:18.667250,Furniture,94.38
1538,2559,115,87.02,2025-03-15 18:25:18.667250,Electronics,320.66
3122,52,34,55.03,2025-03-15 18:25:18.667250,Beauty,29.05
13680,2800,181,44.43,2025-03-15 18:25:18.667250,Food,65.95
14105,4762,189,40.42,2025-03-15 18:25:18.667250,Toys,143.6
1952,2911,194,79.44,2025-03-15 18:25:18.667250,Books,86.48
3896,4448,183,55.03,2025-03-15 18:25:18.667250,Fashion,93.97
9880,2985,186,38.05,2025-03-15 18:25:18.667250,Toys,110.62
1493,1067,136,52.82,2025-03-15 18:25:18.667250,Beauty,141.92
601,1322,116,30.68,2025-03-15 18:25:18.667250,Home & Garden,32.8
444,2778,59,37.15,2025-03-15 18:25:18.667250,Books,60.08
3491,1135,146,128.64,2025-03-15 18:25:18.667250,Sports,39.6
1411,1968,78,112.03,2025-03-15 18:25:18.667250,Food,85.52
846,847,113,76.01,2025-03-15 18:25:18.667250,Sports,10.0
3382,2577,48,31.76,2025-03-15 18:25:18.667250,Home & Garden,156.98
305,1030,29,30.61,2025-03-16 18:25:18.667250,Toys,10.0
973,4504,35,61.45,2025-03-16 18:25:18.667250,Toys,70.2
2154,328,135,95.45,2025-03-16 18:25:18.667250,Home & Garden,71.66
5264,4656,72,203.22,2025-03-16 18:25:18.667250,Toys,88.7
2443,434,132,18.43,2025-03-16 18:25:18.667250,Furniture,141.88
6814,2100,120,78.18,2025-03-16 18:25:18.667250,Toys,67.94
8347,4187,198,222.24,2025-03-16 18:25:18.667250,Books,81.34
943,2907,15,141.26,2025-03-16 18:25:18.667250,Toys,15.9
2228,4950,44,179.72,2025-03-16 18:25:18.667250,Toys,69.91
10701,1227,15,114.35,2025-03-16 18:25:18.667250,Toys,15.9
9686,4613,47,257.76,2025-03-16 18:25:18.667250,Sports,51.55
12612,3861,65,31.02,2025-03-16 18:25:18.667250,Toys,229.54
997,3472,18,17.14,2025-03-16 18:25:18.667250,Beauty,264.05
14958,2988,59,154.83,2025-03-16 18:25:18.667250,Books,60.08
2245,4631,79,119.51,2025-03-16 18:25:18.667250,Food,54.4
13965,2504,97,71.91,2025-03-16 18:25:18.667250,Food,139.35
10302,2580,108,124.54,2025-03-16 18:25:18.667250,Electronics,108.58
9928,4312,92,89.03,2025-03-16 18:25:18.667250,Sports,232.57
14914,3035,30,89.76,2025-03-16 18:25:18.667250,Books,67.18
9975,1359,152,396.69,2025-03-16 18:25:18.667250,Fashion,19.89
7539,2454,74,22.7,2025-03-16 18:25:18.667250,Beauty,100.55
5502,3240,97,157.39,2025-03-16 18:25:18.667250,Food,139.35
1032,3045,19,155.75,2025-03-16 18:25:18.667250,Beauty,85.16
10704,324,60,124.66,2025-03-16 18:25:18.667250,Electronics,120.3
11097,3685,117,108.1,2025-03-16 18:25:18.667250,Sports,64.42
9914,3985,7,94.38,2025-03-16 18:25:18.667250,Home & Garden,114.15
4490,3394,190,214.27,2025-03-16 18:25:18.667250,Electronics,205.65
9555,2387,83,101.79,2025-03-16 18:25:18.667250,Books,35.56
4096,1526,151,52.8,2025-03-16 18:25:18.667250,Toys,90.5
3702,85,29,168.39,2025-03-16 18:25:18.667250,Toys,10.0
4277,2611,2,77.31,2025-03-16 18:25:18.667250,Home & Garden,36.49
2518,4476,65,111.72,2025-03-16 18:25:18.667250,Toys,229.54
7910,1921,162,5.76,2025-03-16 18:25:18.667250,Beauty,114.49
1386,3032,145,55.2,2025-03-16 18:25:18.667250,Food,95.06
11556,4342,132,73.32,2025-03-16 18:25:18.667250,Furniture,141.88
2721,3296,21,36.81,2025-03-16 18:25:18.667250,Food,133.08
1445,4367,111,52.01,2025-03-16 18:25:18.667250,Beauty,254.59
8918,4895,83,83.25,2025-03-16 18:25:18.667250,Books,35.56
8087,122,64,82.61,2025-03-16 18:25:18.667250,Electronics,125.75
2115,787,17,111.12,2025-03-16 18:25:18.667250,Beauty,99.14
9311,1754,172,118.26,2025-03-16 18:25:18.667250,Electronics,191.08
12778,4503,46,36.76,2025-03-16 18:25:18.667250,Beauty,61.59
3464,1376,147,53.07,2025-03-16 18:25:18.667250,Sports,40.66
12314,4247,49,217.96,2025-03-16 18:25:18.667250,Home & Garden,10.0
11808,2394,194,90.8,2025-03-16 18:25:18.667250,Books,86.48
1320,1081,30,130.82,2025-03-16 18:25:18.667250,Books,67.18
13346,3496,142,317.06,2025-03-16 18:25:18.667250,Toys,166.43
8902,4353,178,3.62,2025-03-17 18:25:18.667250,Beauty,186.38
1045,1012,188,244.3,2025-03-17 18:25:18.667250,Home & Garden,269.5
14806,3916,76,61.92,2025-03-17 18:25:18.667250,Books,165.36
5781,4543,1,52.99,2025-03-17 18:25:18.667250,Electronics,113.93
12709,2177,14,288.4,2025-03-17 18:25:18.667250,Beauty,65.63
8541,322,19,78.78,2025-03-17 18:25:18.667250,Beauty,85.16
420,4830,111,39.44,2025-03-17 18:25:18.667250,Beauty,254.59
10680,3148,188,87.11,2025-03-17 18:25:18.667250,Home & Garden,269.5
5024,2346,152,179.05,2025-03-17 18:25:18.667250,Fashion,19.89
1238,1953,33,56.83,2025-03-17 18:25:18.667250,Beauty,109.68
5492,2144,106,150.4,2025-03-17 18:25:18.667250,Home & Garden,46.92
9032,1395,84,40.63,2025-03-17 18:25:18.667250,Home & Garden,152.54
2860,3520,3,188.14,2025-03-17 18:25:18.667250,Beauty,59.04
5060,2304,92,31.47,2025-03-17 18:25:18.667250,Sports,232.57
8633,3602,75,65.88,2025-03-17 18:25:18.667250,Food,114.31
11836,4388,169,204.97,2025-03-17 18:25:18.667250,Beauty,102.42
1893,4627,178,23.88,2025-03-17 18:25:18.667250,Beauty,186.38
7861,3493,63,13.14,2025-03-17 18:25:18.667250,Fashion,127.66
2843,3961,1,24.0,2025-03-17 18:25:18.667250,Electronics,113.93
12887,2917,77,116.93,2025-03-17 18:25:18.667250,Home & Garden,72.33
14274,2390,71,21.22,2025-03-17 18:25:18.667250,Electronics,217.37
11614,3820,27,17.24,2025-03-17 18:25:18.667250,Home & Garden,91.66
12900,4588,92,121.87,2025-03-17 18:25:18.667250,Sports,232.57
10640,4445,151,57.93,2025-03-17 18:25:18.667250,Toys,90.5
10100,1660,14,248.06,2025-03-17 18:25:18.667250,Beauty,65.63
1315,2501,200,152.16,2025-03-17 18:25:18.667250,Sports,119.07
1454,1634,87,26.62,2025-03-17 18:25:18.667250,Furniture,98.63
5845,3797,140,70.21,2025-03-17 18:25:18.667250,Books,69.68
498,3501,91,157.81,2025-03-17 18:25:18.667250,Electronics,176.44
7335,3332,33,82.2,2025-03-17 18:25:18.667250,Beauty,109.68
8919,3487,4,134.87,2025-03-17 18:25:18.667250,Electronics,299.88
14528,2220,48,330.09,2025-03-17 18:25:18.667250,Home & Garden,156.98
3906,4100,14,30.49,2025-03-17 18:25:18.667250,Beauty,65.63
8036,4597,108,193.77,2025-03-17 18:25:18.667250,Electronics,108.58
2649,3780,54,48.23,2025-03-17 18:25:18.667250,Furniture,30.53
1001,2135,80,55.8,2025-03-17 18:25:18.667250,Sports,54.17
2869,2734,156,106.02,2025-03-17 18:25:18.667250,Beauty,253.2
12409,2077,158,114.37,2025-03-17 18:25:18.667250,Beauty,107.8
8673,2442,58,141.35,2025-03-17 18:25:18.667250,Electronics,49.82
2,798,84,37.67,2025-03-17 18:25:18.667250,Home & Garden,152.54
10622,341,166,58.62,2025-03-17 18:25:18.667250,Fashion,34.45
14440,1621,148,85.48,2025-03-17 18:25:18.667250,Food,167.48
7166,4018,38,75.28,2025-03-18 18:25:18.667250,Furniture,111.85
2648,2381,169,95.68,2025-03-18 18:25:18.667250,Beauty,102.42
672,3945,85,65.09,2025-03-18 18:25:18.667250,Toys,130.75
3441,3985,77,180.2,2025-03-18 18:25:18.667250,Home & Garden,72.33
7126,3727,42,141.76,2025-03-18 18:25:18.667250,Beauty,97.58
13421,985,189,83.58,2025-03-18 18:25:18.667250,Toys,143.6
11690,3960,153,106.0,2025-03-18 18:25:18.667250,Beauty,121.94
8467,523,185,59.38,2025-03-18 18:25:18.667250,Fashion,65.79
6293,3544,18,163.8,2025-03-18 18:25:18.667250,Beauty,264.05
1656,2690,36,22.46,2025-03-18 18:25:18.667250,Electronics,73.66
14374,3603,88,155.24,2025-03-18 18:25:18.667250,Electronics,39.78
680,423,27,41.26,2025-03-18 18:25:18.667250,Home & Garden,91.66
2492,2530,142,59.81,2025-03-18 18:25:18.667250,Toys,166.43
8872,3959,2,100.6,2025-03-18 18:25:18.667250,Home & Garden,36.49
452,1480,156,37.52,2025-03-18 18:25:18.667250,Beauty,253.2
3642,16,41,25.75,2025-03-18 18:25:18.667250,Sports,142.23
848,3087,24,68.6,2025-03-18 18:25:18.667250,Sports,29.54
438,2093,100,78.14,2025-03-18 18:25:18.667250,Furniture,86.41
10422,623,61,41.06,2025-03-18 18:25:18.667250,Toys,55.87
2621,199,67,67.86,2025-03-18 18:25:18.667250,Home & Garden,27.32
1588,3268,138,76.38,2025-03-18 18:25:18.667250,Beauty,60.78
12548,2222,69,82.93,2025-03-18 18:25:18.667250,Beauty,59.91
13041,328,163,27.87,2025-03-18 18:25:18.667250,Furniture,70.82
9689,3211,137,33.45,2025-03-18 18:25:18.667250,Beauty,12.76
14653,3469,168,98.46,2025-03-18 18:25:18.667250,Sports,165.77
4586,1481,59,134.72,2025-03-18 18:25:18.667250,Books,60.08
8682,695,16,96.59,2025-03-18 18:25:18.667250,Food,24.24
12091,2442,179,21.83,2025-03-18 18:25:18.667250,Furniture,62.97
14485,261,164,23.31,2025-03-18 18:25:18.667250,Home & Garden,211.87
6512,2624,146,77.43,2025-03-18 18:25:18.667250,Sports,39.6
362,4468,68,159.61,2025-03-18 18:25:18.667250,Beauty,222.41
5223,2590,43,40.38,2025-03-18 18:25:18.667250,Sports,83.56
324,4650,50,143.36,2025-03-18 18:25:18.667250,Fashion,32.63
14837,348,31,122.73,2025-03-18 18:25:18.667250,Sports,108.54
8565,2164,68,182.21,2025-03-18 18:25:18.667250,Beauty,222.41
5550,3084,181,84.12,2025-03-18 18:25:18.667250,Food,65.95
6921,2695,30,141.03,2025-03-18 18:25:18.667250,Books,67.18
9654,1364,125,139.58,2025-03-18 18:25:18.667250,Furniture,93.22
9103,1660,94,184.15,2025-03-18 18:25:18.667250,Fashion,105.03
3778,523,74,113.2,2025-03-18 18:25:18.667250,Beauty,100.55
11163,1499,18,60.21,2025-03-18 18:25:18.667250,Beauty,264.05
478,308,59,40.74,2025-03-19 18:25:18.667250,Books,60.08
2306,2928,68,168.52,2025-03-19 18:25:18.667250,Beauty,222.41
13176,3686,175,66.67,2025-03-19 18:25:18.667250,Electronics,17.65
214,107,114,20.89,2025-03-19 18:25:18.667250,Fashion,10.0
8526,2401,41,107.96,2025-03-19 18:25:18.667250,Sports,142.23
5224,3527,200,221.78,2025-03-19 18:25:18.667250,Sports,119.07
7985,387,30,28.14,2025-03-19 18:25:18.667250,Books,67.18
12456,1592,114,28.3,2025-03-19 18:25:18.667250,Fashion,10.0
461,518,87,33.94,2025-03-19 18:25:18.667250,Furniture,98.63
13751,2834,33,30.03,2025-03-19 18:25:18.667250,Beauty,109.68
9365,2412,182,144.14,2025-03-19 18:25:18.667250,Books,78.34
8302,4317,112,80.9,2025-03-19 18:25:18.667250,Fashion,10.0
2634,4747,49,71.85,2025-03-19 18:25:18.667250,Home & Garden,10.0
4545,1406,1,84.72,2025-03-19 18:25:18.667250,Electronics,113.93
10270,745,113,152.51,2025-03-19 18:25:18.667250,Sports,10.0
1355,1402,35,136.0,2025-03-19 18:25:18.667250,Toys,70.2
10973,2516,140,12.09,2025-03-19 18:25:18.667250,Books,69.68
3462,1506,157,7.29,2025-03-19 18:25:18.667250,Food,32.16
14408,790,10,56.13,2025-03-19 18:25:18.667250,Food,112.29
2454,4218,130,22.55,2025-03-19 18:25:18.667250,Sports,195.39
616,2539,20,58.33,2025-03-19 18:25:18.667250,Books,419.12
8923,3426,48,31.09,2025-03-19 18:25:18.667250,Home & Garden,156.98
8037,4514,166,20.42,2025-03-19 18:25:18.667250,Fashion,34.45
11846,4626,7,106.7,2025-03-19 18:25:18.667250,Home & Garden,114.15
1260,712,196,236.85,2025-03-19 18:25:18.667250,Beauty,102.61
4162,4209,54,44.19,2025-03-19 18:25:18.667250,Furniture,30.53
3527,1923,119,19.71,2025-03-19 18:25:18.667250,Books,117.63
8681,4455,119,33.81,2025-03-19 18:25:18.667250,Books,117.63
4641,1952,132,326.54,2025-03-19 18:25:18.667250,Furniture,141.88
10033,786,155,68.57,2025-03-19 18:25:18.667250,Books,90.7
12250,364,86,28.2,2025-03-19 18:25:18.667250,Furniture,76.8
2989,4811,70,71.64,2025-03-19 18:25:18.667250,Toys,148.46
11319,1393,37,171.02,2025-03-19 18:25:18.667250,Sports,193.67
14418,3131,121,64.27,2025-03-19 18:25:18.667250,Food,207.55
1424,3492,26,29.47,2025-03-19 18:25:18.667250,Books,93.35
812,3761,73,29.92,2025-03-19 18:25:18.667250,Fashion,80.88
12684,4062,128,12.99,2025-03-19 18:25:18.667250,Food,104.82
13714,3558,162,38.15,2025-03-19 18:25:18.667250,Beauty,114.49
10377,4439,130,33.15,2025-03-19 18:25:18.667250,Sports,195.39
11676,2173,145,266.6,2025-03-19 18:25:18.667250,Food,95.06
11246,4239,200,76.76,2025-03-19 18:25:18.667250,Sports,119.07
3598,1682,20,58.93,2025-03-19 18:25:18.667250,Books,419.12
1366,1888,115,78.89,2025-03-20 18:25:18.667250,Electronics,320.66
4419,4551,138,105.53,2025-03-20 18:25:18.667250,Beauty,60.78
9610,4666,115,26.98,2025-03-20 18:25:18.667250,Electronics,320.66
11250,468,127,54.01,2025-03-20 18:25:18.667250,Furniture,258.5
13170,3134,185,67.23,2025-03-20 18:25:18.667250,Fashion,65.79
5304,1118,144,66.08,2025-03-20 18:25:18.667250,Home & Garden,57.16
991,43,193,147.52,2025-03-20 18:25:18.667250,Beauty,10.0
2513,1569,105,89.73,2025-03-20 18:25:18.667250,Food,40.34
2599,4649,168,90.62,2025-03-20 18:25:18.667250,Sports,165.77
6996,4510,198,161.97,2025-03-20 18:25:18.667250,Books,81.34
8041,3749,90,97.11,2025-03-20 18:25:18.667250,Books,180.57
3083,815,119,151.82,2025-03-20 18:25:18.667250,Books,117.63
11028,1498,48,35.2,2025-03-20 18:25:18.667250,Home & Garden,156.98
2554,273,81,216.82,2025-03-20 18:25:18.667250,Food,39.73
8167,78,40,68.05,2025-03-20 18:25:18.667250,Fashion,53.35
12504,4629,2,156.81,2025-03-20 18:25:18.667250,Home & Garden,36.49
4227,2175,32,62.88,2025-03-20 18:25:18.667250,Electronics,213.55
14718,3482,78,173.78,2025-03-20 18:25:18.667250,Food,85.52
8173,1564,111,104.87,2025-03-20 18:25:18.667250,Beauty,254.59
1115,3895,79,120.45,2025-03-20 18:25:18.667250,Food,54.4
2494,924,69,348.52,2025-03-20 18:25:18.667250,Beauty,59.91
